index,SeriousDlqin2yrs,Probability
0,,0.5275510865559014
1,,0.38800144114034174
2,,0.2000220709800798
3,,0.5940119930192488
4,,0.627608855675018
5,,0.33321628637549994
6,,0.4065390790938443
7,,0.18125205410643092
8,,0.08038312740183291
9,,0.9979422012121616
10,,0.14535862214947118
11,,0.24356849700241442
12,,0.1287336244232311
13,,0.3802668310724383
14,,0.410662519607951
15,,0.2188489626503188
16,,0.2871114168817685
17,,0.2643380465615569
18,,0.7544299637552341
19,,0.43024053276737073
20,,0.1453014954815353
21,,0.11988725314734087
22,,0.08638284108048727
23,,0.9794366880123545
24,,0.48193821689907757
25,,0.1629214283601517
26,,0.5848751557293101
27,,0.10391117441912488
28,,0.4353671438717703
29,,0.14485310158526013
30,,0.45160096033842495
31,,0.12255813933101009
32,,0.15636287655590608
33,,0.5099173222772481
34,,0.869691181418829
35,,0.4305611373774469
36,,0.2999809276502749
37,,0.1534880405184202
38,,0.15184804398849408
39,,0.31210291608079144
40,,0.7849964382847987
41,,0.8340638648819308
42,,0.5245979611137164
43,,0.11409293738293828
44,,0.40941861463097184
45,,0.19430860245614354
46,,0.0795547626709689
47,,0.23044287753911932
48,,0.20108952506279815
49,,0.35818998550172515
50,,0.1766346383121731
51,,0.14947447644513417
52,,0.1450567087659116
53,,0.4644977735773457
54,,0.14200580727772585
55,,0.5361605767701726
56,,0.16937432172371372
57,,0.7076510195253113
58,,0.5695990846711984
59,,0.5996141689128348
60,,0.2853997773138533
61,,0.13069399097824996
62,,0.20958951495067576
63,,0.17710924428246708
64,,0.23969598504743997
65,,0.19518809149045388
66,,0.17581417458968818
67,,0.5787424739158921
68,,0.10925963495855913
69,,0.9976650285256925
70,,0.22160977740736432
71,,0.7350697641653153
72,,0.12657749604633317
73,,0.778836687994493
74,,0.19270946937058867
75,,0.33939072954282257
76,,0.46826119873591626
77,,0.3480923193750812
78,,0.11303002228099637
79,,0.2122693858273908
80,,0.17354717739825037
81,,0.15969276644412955
82,,0.21918746103416048
83,,0.10849112812692795
84,,0.21859509209559172
85,,0.18282206415278038
86,,0.47311906009324906
87,,0.13226608722022923
88,,0.31250915139726065
89,,0.3798793048502559
90,,0.41356523326014544
91,,0.17880169847118532
92,,0.14112413034604074
93,,0.2100234015663449
94,,0.11080051051219258
95,,0.5675513600690056
96,,0.2955632235733182
97,,0.512378849443303
98,,0.19356198088980162
99,,0.23213735655960105
100,,0.46803195475541387
101,,0.5727354239490372
102,,0.09568511536763608
103,,0.4807643952220259
104,,0.317120051871978
105,,0.28837095020259595
106,,0.8921737053013141
107,,0.12781045611097397
108,,0.11411296860944986
109,,0.1776865445512294
110,,0.15638475621326017
111,,0.20191474840231396
112,,0.25633167962710784
113,,0.9414345858421773
114,,0.6055327795084006
115,,0.0972799994664486
116,,0.09571958290946088
117,,0.5856011262456128
118,,0.14392253688890524
119,,0.11286947638470632
120,,0.18179021847682553
121,,0.38999053381257603
122,,0.19120632514721797
123,,0.9762577340018105
124,,0.13226608722022923
125,,0.14625023316037947
126,,0.12181455481061318
127,,0.1890104143992325
128,,0.09998532903069973
129,,0.3649880469255064
130,,0.22080558657386648
131,,0.5237036640584887
132,,0.15486253135254488
133,,0.40511393226795284
134,,0.5970524776227656
135,,0.080143831380019
136,,0.7811045056766759
137,,0.3358058332132286
138,,0.11411296860944986
139,,0.1589960024276319
140,,0.11194437148947375
141,,0.15184837542688634
142,,0.09959222360662394
143,,0.21037987223954346
144,,0.8507236536452635
145,,0.21998520805648356
146,,0.12010313899961905
147,,0.5316886870096446
148,,0.16990018998571563
149,,0.3757344891492072
150,,0.14008922440070698
151,,0.15240240106077962
152,,0.11055229417498211
153,,0.1606301935542002
154,,0.23387496077877376
155,,0.24538972893599587
156,,0.4974318430733499
157,,0.09568511536763608
158,,0.6227941070836448
159,,0.24516043307774033
160,,0.10271766819925347
161,,0.20755943397268628
162,,0.1967887358840702
163,,0.44354256234553785
164,,0.20349966081543222
165,,0.2525943780961287
166,,0.9479218811748561
167,,0.2235145258899015
168,,0.7186232683879231
169,,0.11527236982720573
170,,0.1100249961246345
171,,0.1851343801637162
172,,0.1852878598435802
173,,0.43746177080769316
174,,0.3016644147076373
175,,0.8372706265430608
176,,0.18147615700503897
177,,0.4403634994194489
178,,0.15405092126779965
179,,0.11001488291388492
180,,0.33798628400476827
181,,0.14533922295221158
182,,0.28958307467571964
183,,0.12513538974279015
184,,0.6348993971225356
185,,0.16712163380619058
186,,0.1795820711786602
187,,0.3574399097132536
188,,0.4646447300758782
189,,0.2704591967746653
190,,0.19362415654458678
191,,0.43008931805318956
192,,0.1673988874344719
193,,0.5511420902116465
194,,0.20532192380829808
195,,0.2887693967101434
196,,0.16363087365033585
197,,0.10450599287418336
198,,0.12255813933101009
199,,0.13012295987991163
200,,0.572209361467837
201,,0.2147629151293993
202,,0.8325120332624412
203,,0.34519284395825167
204,,0.1515101869768714
205,,0.10391117441912488
206,,0.14561248307634833
207,,0.08896341881991525
208,,0.6115145886292331
209,,0.09879073810896322
210,,0.6033271638484429
211,,0.2680802390068191
212,,0.21645011774823902
213,,0.12943429619243607
214,,0.21523893911942965
215,,0.48416455873379016
216,,0.12296961677096302
217,,0.5616629846984905
218,,0.1996085497346729
219,,0.13088530300722234
220,,0.15021833283829938
221,,0.10290523695911816
222,,0.2344399518220728
223,,0.15638475621326017
224,,0.11431869476719984
225,,0.5771849865334482
226,,0.132006919015697
227,,0.5077979013915809
228,,0.5720930244467224
229,,0.9609639290486188
230,,0.8436718747272229
231,,0.12781330643353966
232,,0.14459655423381185
233,,0.20314348043504013
234,,0.08243214205439048
235,,0.6803273196772236
236,,0.5253782319469432
237,,0.09879073810896322
238,,0.21867494560190312
239,,0.19104278365994812
240,,0.4724454802664967
241,,0.21645011774823902
242,,0.11458930644006231
243,,0.2339175746488166
244,,0.5453231484106303
245,,0.10206765627929056
246,,0.3473597081419529
247,,0.08347728250810402
248,,0.16575917808502386
249,,0.860931798990655
250,,0.41728323345050866
251,,0.7541766911832727
252,,0.10639274531382537
253,,0.4330185824735493
254,,0.1078543290007813
255,,0.12862935050335353
256,,0.3702340303089229
257,,0.7583972880942345
258,,0.3693591255952049
259,,0.6091805132456555
260,,0.15331289243994703
261,,0.21698407140760986
262,,0.11371837886080229
263,,0.4569831433228017
264,,0.5089946511682942
265,,0.19361851814154596
266,,0.48043475892334203
267,,0.38564928154657163
268,,0.7764935308463011
269,,0.11116732643521432
270,,0.23658490575648303
271,,0.26149744437964734
272,,0.10851121581511414
273,,0.16430239201855296
274,,0.11551826937776268
275,,0.26506198371583023
276,,0.16834079702702925
277,,0.12933408605881777
278,,0.5261649207226167
279,,0.3527771718743372
280,,0.9852587634955391
281,,0.3911941943165
282,,0.3776254459861213
283,,0.14214322738784213
284,,0.16984402787832958
285,,0.13610955297469438
286,,0.2119387837373335
287,,0.3420364011348182
288,,0.5187771995941189
289,,0.5529782597234071
290,,0.9075534406777138
291,,0.07558722597242276
292,,0.3765225216052665
293,,0.18408672850964122
294,,0.11697652499826006
295,,0.31913697022300697
296,,0.14416611767227436
297,,0.31381435294106114
298,,0.07882074858610588
299,,0.12818726231302563
300,,0.5942101421145559
301,,0.10158411182409377
302,,0.10562715566142288
303,,0.173891227076371
304,,0.944801494641609
305,,0.30311609484054847
306,,0.09890545944920369
307,,0.9979422012121616
308,,0.8772770626342072
309,,0.14410358970387407
310,,0.9475938005598671
311,,0.14238085824472885
312,,0.8592959874411237
313,,0.32428866656602284
314,,0.46292927519520516
315,,0.6413471360702953
316,,0.8786467476780795
317,,0.14191501518153912
318,,0.11111504594303871
319,,0.5428409313955173
320,,0.4985099546061899
321,,0.18068020159015316
322,,0.1409362749915886
323,,0.15400671264509205
324,,0.49417407003684954
325,,0.08212751350525026
326,,0.12337949125230868
327,,0.16193476789755168
328,,0.19450438771887935
329,,0.10555825560121362
330,,0.15729892984374516
331,,0.13589988611933768
332,,0.1511193765383008
333,,0.2673510928483783
334,,0.2723540190136224
335,,0.3902393091332834
336,,0.22393782037643872
337,,0.7873385715603181
338,,0.15510471780142865
339,,0.21998520805648356
340,,0.081397473134983
341,,0.20699876196261152
342,,0.1863720878593386
343,,0.3981454872870893
344,,0.19878204539091002
345,,0.15691208149645364
346,,0.857410567738621
347,,0.45684883014276834
348,,0.17722651018270896
349,,0.12862935050335353
350,,0.2369147274298866
351,,0.36625711713428566
352,,0.09293780591067513
353,,0.6451376273649444
354,,0.1930473429156675
355,,0.14789673495803382
356,,0.9899577468505633
357,,0.11773099351987784
358,,0.3338420879989069
359,,0.7562057994157119
360,,0.1967887358840702
361,,0.14381867410627858
362,,0.12058155755647744
363,,0.14410358970387407
364,,0.7787901326919244
365,,0.6732440680078664
366,,0.350872820466489
367,,0.44092077906849675
368,,0.19274152436474648
369,,0.9159844637016609
370,,0.1874818547294296
371,,0.4733409449192154
372,,0.17648960016021306
373,,0.1905143051373598
374,,0.1279987435220901
375,,0.11301434262198583
376,,0.29294681385636356
377,,0.10608998195220841
378,,0.24202332020778253
379,,0.17589279706727887
380,,0.14295965845078878
381,,0.13321555092678158
382,,0.3522840296238903
383,,0.3688485552442139
384,,0.08623521148649341
385,,0.10088714185720576
386,,0.10443293241475694
387,,0.15745479350568173
388,,0.2665607402108487
389,,0.22204106667148202
390,,0.09773007230052332
391,,0.10353399203430115
392,,0.1780369442305084
393,,0.6742362424203339
394,,0.13938174910640988
395,,0.09414926449978957
396,,0.6268983074114048
397,,0.6608126736166651
398,,0.2261628775939202
399,,0.24784775238533055
400,,0.08488778654331
401,,0.13693942299326742
402,,0.18625071545590563
403,,0.07882074858610588
404,,0.9963135200270351
405,,0.9745688655352517
406,,0.1588137045889687
407,,0.47887595777396047
408,,0.2613578447097242
409,,0.21435224114423432
410,,0.29219780742941864
411,,0.39097928512830477
412,,0.5835560659662318
413,,0.14001701485760848
414,,0.11388868018271274
415,,0.42492433501555926
416,,0.5474847764079329
417,,0.35952086208402867
418,,0.11852874531753053
419,,0.22792596375438479
420,,0.12103825113858897
421,,0.13660330948633065
422,,0.4026979598330216
423,,0.1085957423555275
424,,0.14445788074764038
425,,0.10602478320696299
426,,0.15178501472849523
427,,0.18610097098595207
428,,0.5830034653873363
429,,0.1912685283582243
430,,0.8426286033702423
431,,0.08035369162068667
432,,0.15285148590968559
433,,0.17354717739825037
434,,0.32823900867842815
435,,0.25902297292564536
436,,0.4805840928812047
437,,0.6353481428899302
438,,0.11781027987157157
439,,0.39610995790612924
440,,0.15094925803882794
441,,0.2934706991281109
442,,0.35560608512426856
443,,0.0791150483400906
444,,0.36919785206852473
445,,0.8116155929591196
446,,0.11607436142991003
447,,0.6265541860901281
448,,0.4341285930688048
449,,0.0903518232407414
450,,0.29327406292704844
451,,0.09568511536763608
452,,0.5639756270262222
453,,0.141989853564977
454,,0.4288494536378372
455,,0.24915473133678084
456,,0.4223739789431404
457,,0.13253749665899
458,,0.5529693328082568
459,,0.23472039803956724
460,,0.1479034514427808
461,,0.49481512764491037
462,,0.1332042203604536
463,,0.5101948727235347
464,,0.34067705610999827
465,,0.104616804022114
466,,0.1125095272635375
467,,0.21446927373894517
468,,0.16327843034513645
469,,0.8373110759197584
470,,0.1934150560664484
471,,0.13455554088074229
472,,0.8759469941288577
473,,0.34204613995584254
474,,0.19526237447442202
475,,0.1656433441429672
476,,0.09571958290946088
477,,0.13730793351302412
478,,0.24658383483276883
479,,0.1798147171673315
480,,0.4531424347403736
481,,0.11541991888814612
482,,0.4670620225987162
483,,0.3078264050894215
484,,0.08854371689508177
485,,0.7907531880657837
486,,0.5563456592689558
487,,0.4391688283289555
488,,0.4606618986556133
489,,0.5571289897699325
490,,0.10271766819925347
491,,0.2407049453174996
492,,0.9384517465275172
493,,0.12255813933101009
494,,0.777584987579688
495,,0.15820759099330514
496,,0.16730912596775963
497,,0.2160252962426265
498,,0.5633888068952014
499,,0.12255813933101009
500,,0.20702589586722
501,,0.13933030940508423
502,,0.40721765184490283
503,,0.16315937566579736
504,,0.11955584203390292
505,,0.7102143603064401
506,,0.28466826894000374
507,,0.12211565125446164
508,,0.10006882262908764
509,,0.1554515481842291
510,,0.13572427560803285
511,,0.884016991135653
512,,0.475376213469757
513,,0.2594251535236032
514,,0.22340888270363884
515,,0.7948349225347183
516,,0.10860032074085547
517,,0.11931033924661391
518,,0.11207605596178784
519,,0.24346596772294896
520,,0.11080051051219258
521,,0.13004048967133533
522,,0.5962389096327182
523,,0.26919988523074173
524,,0.39916324970851713
525,,0.9431579477362776
526,,0.6070625483480457
527,,0.13558259422191613
528,,0.5322331463831181
529,,0.21581076881134567
530,,0.10925963495855913
531,,0.1113102821063834
532,,0.19653700337581273
533,,0.07163210006429203
534,,0.14287507003337765
535,,0.10639274531382537
536,,0.08744151119296693
537,,0.46590553862294914
538,,0.19817850555133054
539,,0.08171612247995429
540,,0.18532614950319531
541,,0.25444678308133634
542,,0.38130313487689577
543,,0.6213077159377114
544,,0.16707036215560675
545,,0.08925595625448803
546,,0.42749341560659215
547,,0.11248045316833279
548,,0.11697652499826006
549,,0.4575510242761615
550,,0.7841169268392256
551,,0.7452469537293963
552,,0.14445749482985754
553,,0.13455554088074229
554,,0.3613486888150879
555,,0.226729815445602
556,,0.25598528882335075
557,,0.26002126828371047
558,,0.5299607726306425
559,,0.3573973766970595
560,,0.11788470602190541
561,,0.19494044829127008
562,,0.5504751029874135
563,,0.3785603681709931
564,,0.5929700057311147
565,,0.09568511536763608
566,,0.18324089548675182
567,,0.2587314666024968
568,,0.9147441640375873
569,,0.27791884246201576
570,,0.6592600808038774
571,,0.2743526696993407
572,,0.20420843966006266
573,,0.4441499473687144
574,,0.3577748297283992
575,,0.14488549439862475
576,,0.46972251032075596
577,,0.12862935050335353
578,,0.6782408206357828
579,,0.11111504594303871
580,,0.13776909526526537
581,,0.13069399097824996
582,,0.10067544341790927
583,,0.280118114238651
584,,0.3880534664304157
585,,0.08171612247995429
586,,0.11303002228099637
587,,0.49383698558897515
588,,0.14505532459851422
589,,0.12398535725574306
590,,0.584570712733561
591,,0.20311862802350447
592,,0.1907544311373201
593,,0.1401783519564465
594,,0.7622325636776155
595,,0.12031261078820192
596,,0.19699238265317476
597,,0.14621112919238455
598,,0.27599925192253766
599,,0.08928025063798553
600,,0.16650146979698774
601,,0.4405956705477908
602,,0.12407618425847204
603,,0.1933053542651355
604,,0.5874083298350404
605,,0.14452855969204167
606,,0.2932111278972888
607,,0.22203984405934807
608,,0.7738603475834558
609,,0.14832965972630302
610,,0.41711419083949763
611,,0.11055229417498211
612,,0.10639274531382537
613,,0.2803466951636839
614,,0.17892946871012486
615,,0.08015945327073565
616,,0.4038082673020802
617,,0.19048841265827335
618,,0.19368006162643364
619,,0.2392619093018517
620,,0.1308712173546456
621,,0.3310336072350595
622,,0.20933367505856793
623,,0.30936520160973924
624,,0.5606567764373227
625,,0.9685357632556276
626,,0.5710651862713971
627,,0.20856710955554403
628,,0.1308259233477765
629,,0.5958793506567853
630,,0.11161950713143748
631,,0.2020705192572899
632,,0.07214464987698974
633,,0.31170757422932704
634,,0.45060674431309017
635,,0.09879073810896322
636,,0.16293445361826733
637,,0.22529908836457951
638,,0.4279296600133533
639,,0.10439568951547272
640,,0.14873666267696906
641,,0.8766409116019577
642,,0.659908639294138
643,,0.9835196569740938
644,,0.4944977505001564
645,,0.7922276613771743
646,,0.08619199016193979
647,,0.5689055519005408
648,,0.12889824092645702
649,,0.3134967212574751
650,,0.8733063644510046
651,,0.19257958591490262
652,,0.36131252937693126
653,,0.9640102843704016
654,,0.13933030940508423
655,,0.23070465489294664
656,,0.1332042203604536
657,,0.1518237813530053
658,,0.7081494021346496
659,,0.607975764657369
660,,0.2403688670091163
661,,0.7492933843871834
662,,0.5845169287302815
